product_id,category,color,size,season,supplier,cost_price,list_price
P024181,accessories,white,s,winter,supplierd,24.82,78.54
P024182,accessories,blue,xs,winter,supplierd,33.72,159.64
P024183,dresses,black,m,summer,supplierc,72.33,180.37
P024184,accessories,yellow,l,summer,supplierb,41.99,142.61
P024185,bottoms,green,l,winter,suppliera,67.56,151.98
P024186,shoes,white,m,winter,supplierc,77.15,27.0
P024187,dresses,black,s,winter,supplierb,25.17,155.94
P024188,bottoms,black,m,spring,supplierb,51.23,67.55
P024189,dresses,green,xs,summer,supplierb,76.83,67.9
P024190,shoes,green,s,spring,suppliera,68.3,97.75
P024191,accessories,green,l,fall,supplierd,41.38,16.72
P024192,bottoms,blue,m,summer,supplierc,49.19,153.5
P024193,shoes,yellow,m,winter,suppliera,79.82,112.65
P024194,dresses,yellow,s,winter,supplierb,46.63,108.3
P024195,tops,red,l,summer,suppliera,5.65,38.32
P024196,???,yellow,m,fall,supplierd,16.52,56.96
P024197,dresses,green,xl,winter,supplierc,14.57,87.56
P024198,dresses,yellow,m,winter,supplierc,33.76,63.32
P024199,shoes,blue,m,spring,supplierd,38.5,82.52
P024200,dresses,red,xs,spring,supplierc,30.61,130.72
P024201,bottoms,white,xs,summer,suppliera,53.43,99.59
P024202,bottoms,red,m,winter,supplierd,44.27,188.33
P024203,dresses,blue,m,fall,supplierb,34.7,150.27
P024204,shoes,blue,xs,summer,supplierd,61.02,162.03
P024205,???,yellow,xl,summer,suppliera,79.97,15.94
P024206,tops,red,l,spring,supplierc,20.88,68.38
P024207,accessories,red,s,spring,suppliera,65.17,126.48
P024208,shoes,yellow,m,spring,supplierc,46.15,104.96
P024209,shoes,blue,l,fall,supplierb,7.18,42.31
P024210,accessories,blue,m,summer,suppliera,69.96,125.49
P024211,???,white,xs,winter,supplierd,25.98,30.93
P024212,bottoms,,m,summer,supplierd,43.63,10.28
P024213,dresses,blue,l,winter,supplierc,72.52,187.66
P024214,dresses,black,s,winter,supplierb,58.09,134.62
P024215,tops,black,xs,spring,supplierb,30.13,134.44
P024216,dresses,black,xl,fall,supplierb,79.97,138.57
P024217,tops,green,m,spring,supplierb,51.2,122.89
P024218,tops,yellow,s,winter,supplierd,75.47,137.58
P024219,shoes,green,l,winter,suppliera,63.08,28.04
P024220,shoes,blue,xs,summer,supplierc,26.55,119.24
P024221,bottoms,black,s,fall,supplierc,14.29,166.98
P024222,accessories,yellow,xl,winter,supplierb,63.88,41.72
P024223,accessories,white,m,fall,supplierc,22.53,97.59
P024224,tops,white,xs,spring,suppliera,45.06,51.21
P024225,accessories,white,s,winter,supplierb,19.3,76.77
P024226,tops,blue,l,spring,supplierb,49.24,149.38
P024227,accessories,yellow,l,spring,supplierc,74.9,135.1
P024228,bottoms,black,xl,winter,supplierd,32.81,191.44
P024229,shoes,blue,m,spring,supplierc,31.0,54.38
P024230,shoes,blue,xl,fall,suppliera,5.6,55.84
P024231,tops,white,s,spring,supplierc,65.95,160.44
P024232,accessories,black,xs,spring,supplierc,28.53,161.48
P024233,dresses,green,xs,spring,supplierd,63.16,158.25
P024234,bottoms,red,s,summer,supplierc,62.32,108.99
P024235,accessories,blue,xs,fall,supplierc,40.15,56.12
P024236,dresses,black,s,summer,suppliera,36.79,11.17
P024237,bottoms,red,xl,spring,supplierd,9.9,19.41
P024238,bottoms,red,m,fall,suppliera,17.2,46.19
P024239,shoes,green,l,winter,supplierd,19.5,58.95
P024240,tops,green,l,winter,supplierb,12.49,29.19
P024241,accessories,blue,l,spring,supplierd,8.91,168.11
P024242,bottoms,blue,xs,summer,supplierc,25.7,56.01
P024243,accessories,black,xl,winter,suppliera,64.31,81.22
P024244,bottoms,green,xl,winter,supplierb,7.88,111.23
P024245,shoes,yellow,l,spring,supplierd,34.39,11.24
P024246,tops,green,xl,summer,supplierc,39.75,90.37
P024247,dresses,yellow,s,fall,supplierb,27.27,163.42
P024248,dresses,black,l,fall,suppliera,77.45,91.78
P024249,shoes,yellow,l,spring,supplierd,41.84,22.93
P024250,bottoms,green,m,summer,suppliera,57.77,39.07
P024251,shoes,white,l,summer,supplierb,34.47,79.05
P024252,tops,red,xs,fall,supplierc,22.5,25.99
P024253,dresses,white,s,spring,supplierb,72.72,119.76
P024254,accessories,red,xl,winter,supplierc,76.6,11.51
P024255,dresses,yellow,xs,winter,supplierc,61.35,192.57
P024256,tops,black,s,spring,supplierd,63.94,61.14
P024257,bottoms,,m,summer,supplierb,72.08,149.11
P024258,shoes,red,l,fall,supplierb,31.56,47.27
P024259,dresses,red,xl,winter,supplierb,21.44,99.71
P024260,dresses,red,l,winter,suppliera,11.58,92.27
P024261,accessories,,xs,spring,supplierd,69.85,143.87
P024262,shoes,blue,l,winter,supplierd,74.2,63.97
P024263,accessories,green,s,summer,supplierc,26.01,177.44
P024264,accessories,green,l,fall,suppliera,34.6,148.61
P024265,bottoms,,l,fall,suppliera,42.38,184.15
P024266,dresses,blue,m,fall,supplierc,10.61,113.98
P024267,shoes,red,l,winter,supplierc,35.1,194.16
P024268,bottoms,blue,m,winter,supplierd,11.08,85.68
P024269,bottoms,red,xs,winter,suppliera,13.38,149.51
P024270,bottoms,yellow,m,summer,supplierd,31.34,46.37
P024271,tops,green,m,winter,supplierc,70.69,167.92
P024272,tops,red,xs,winter,suppliera,56.73,174.24
P024273,bottoms,yellow,m,spring,supplierb,9.71,180.02
P024274,tops,green,l,winter,supplierd,52.07,99.67
P024275,shoes,,xs,fall,supplierc,24.52,27.93
P024276,dresses,yellow,xs,fall,supplierb,16.08,56.6
P024277,shoes,black,m,winter,supplierd,59.23,98.24
P024278,???,green,m,summer,suppliera,53.33,77.99
P024279,tops,yellow,s,winter,supplierb,54.71,83.45
P024280,shoes,black,xs,winter,supplierd,50.98,75.37
P024281,accessories,blue,xl,summer,supplierd,34.22,55.8
P024282,bottoms,red,l,summer,supplierb,46.15,120.43
P024283,dresses,blue,m,winter,suppliera,18.7,74.71
P024284,dresses,red,xs,winter,suppliera,14.87,26.52
P024285,accessories,green,xs,summer,supplierd,8.61,157.82
P024286,accessories,red,l,summer,supplierc,75.86,166.04
P024287,bottoms,yellow,xs,winter,supplierb,57.11,73.8
P024288,tops,white,xl,winter,suppliera,44.51,60.95
P024289,shoes,white,s,winter,suppliera,72.18,28.03
P024290,shoes,white,l,summer,suppliera,72.79,149.51
P024291,shoes,black,xl,summer,supplierc,49.55,134.66
P024292,tops,white,xs,summer,supplierc,41.73,25.67
P024293,bottoms,red,xs,winter,suppliera,68.8,31.13
P024294,shoes,blue,m,fall,supplierb,59.19,59.4
P024295,dresses,black,l,fall,supplierc,14.78,85.86
P024296,dresses,green,s,spring,supplierd,15.17,82.32
P024297,dresses,black,m,winter,suppliera,58.55,56.05
P024298,accessories,yellow,xs,summer,supplierc,28.75,110.08
P024299,accessories,yellow,s,fall,suppliera,27.41,79.59
P024300,tops,blue,l,summer,supplierb,18.19,66.96
P024301,shoes,white,xl,fall,supplierd,71.28,171.95
P024302,accessories,blue,s,winter,supplierb,25.16,73.58
P024303,dresses,,m,fall,supplierc,21.25,183.15
P024304,accessories,,xl,winter,supplierd,74.2,96.2
P024305,dresses,black,xl,spring,supplierb,62.65,142.51
P024306,shoes,blue,s,winter,supplierb,76.55,97.95
P024307,tops,red,s,winter,supplierb,69.98,110.32
P024308,bottoms,red,m,spring,suppliera,66.82,77.09
P024309,bottoms,yellow,s,fall,suppliera,36.85,120.71
P024310,dresses,white,l,summer,supplierd,8.69,187.5
P024311,accessories,yellow,xl,summer,supplierb,58.22,83.43
P024312,accessories,green,xl,fall,supplierc,21.46,29.53
P024313,dresses,blue,m,summer,supplierb,27.53,185.69
P024314,shoes,red,s,winter,supplierb,20.96,11.52
P024315,dresses,white,s,summer,supplierd,13.13,95.48
P024316,shoes,green,xl,spring,supplierb,26.26,64.24
P024317,tops,white,xl,summer,supplierd,69.76,39.18
P024318,tops,white,m,summer,suppliera,9.22,63.08
P024319,dresses,yellow,s,winter,supplierd,72.19,27.62
P024320,tops,yellow,xs,spring,suppliera,47.63,99.91
P024321,accessories,green,s,fall,supplierd,74.65,62.93
P024322,shoes,black,m,summer,suppliera,66.52,174.38
P024323,bottoms,red,xl,winter,supplierd,35.11,19.11
P024324,bottoms,red,xl,summer,supplierb,12.8,63.6
P024325,tops,green,xs,summer,supplierd,44.73,141.93
P024326,shoes,red,xs,winter,supplierb,68.27,13.2
P024327,accessories,blue,m,winter,suppliera,6.02,141.2
P024328,bottoms,blue,s,winter,supplierc,8.66,134.64
P024329,accessories,blue,xl,winter,supplierd,35.87,58.21
P024330,accessories,green,l,summer,supplierd,64.04,66.67
P024331,bottoms,yellow,l,fall,supplierb,66.7,31.24
P024332,bottoms,white,l,spring,supplierc,36.94,16.57
P024333,tops,white,xl,winter,supplierb,15.52,121.14
P024334,shoes,black,xl,spring,supplierc,74.06,19.74
P024335,dresses,black,l,summer,supplierd,6.48,129.64
P024336,shoes,blue,xs,spring,supplierc,23.82,42.65
P024337,dresses,blue,l,summer,supplierb,19.22,192.71
P024338,bottoms,green,xs,spring,supplierb,28.68,187.62
P024339,accessories,blue,m,fall,supplierb,71.37,140.07
P024340,shoes,blue,l,summer,suppliera,6.2,40.08
P024341,accessories,blue,l,fall,supplierc,69.32,18.07
P024342,shoes,red,xs,fall,supplierd,31.87,62.86
P024343,shoes,white,xs,spring,supplierb,26.15,115.99
P024344,accessories,red,xs,summer,supplierc,71.15,159.79
P024345,tops,yellow,m,spring,supplierc,10.77,96.13
P024346,bottoms,blue,l,summer,supplierd,50.39,154.24
P024347,tops,blue,xs,winter,supplierc,37.95,16.44
P024348,tops,red,m,summer,supplierc,5.22,66.91
P024349,shoes,red,m,spring,supplierb,72.06,149.44
P024350,bottoms,green,xl,summer,supplierd,9.37,62.32
P024351,shoes,green,xs,fall,supplierc,37.67,123.84
P024352,dresses,blue,xs,winter,supplierb,70.31,11.19
P024353,shoes,red,xs,spring,supplierb,66.1,152.45
P024354,accessories,yellow,xl,fall,supplierd,31.64,178.39
P024355,shoes,green,xs,fall,supplierc,59.18,66.4
P024356,dresses,black,xs,winter,supplierc,57.51,18.64
P024357,shoes,red,m,summer,supplierc,74.99,37.11
P024358,dresses,white,xs,fall,supplierb,50.39,48.74
P024359,bottoms,black,l,winter,supplierd,28.64,115.68
P024360,shoes,black,s,summer,supplierd,47.82,167.87
P024361,dresses,yellow,xs,summer,suppliera,8.76,91.5
P024362,bottoms,red,m,fall,suppliera,5.09,150.4
P024363,accessories,yellow,xl,spring,supplierb,8.75,97.32
P024364,tops,blue,xl,spring,supplierb,25.21,60.88
P024365,dresses,white,s,spring,supplierb,14.59,112.42
P024366,???,green,m,winter,suppliera,45.06,131.39
P024367,bottoms,yellow,xs,summer,supplierb,71.64,137.1
P024368,accessories,green,xl,summer,suppliera,12.57,178.67
P024369,shoes,blue,xl,winter,suppliera,13.82,186.36
P024370,tops,white,l,spring,suppliera,71.06,108.21
P024371,dresses,yellow,s,summer,supplierc,22.53,30.04
P024372,bottoms,white,l,summer,supplierb,70.41,141.32
P024373,tops,black,xl,winter,supplierb,20.58,33.07
P024374,bottoms,black,xs,spring,suppliera,27.28,158.96
P024375,accessories,white,xs,winter,supplierc,8.84,133.94
P024376,bottoms,yellow,l,winter,supplierd,53.5,163.93
P024377,bottoms,yellow,xs,winter,suppliera,73.36,15.0
P024378,accessories,yellow,s,winter,suppliera,42.26,117.55
P024379,accessories,red,l,winter,suppliera,52.35,180.03
P024380,tops,yellow,m,fall,supplierb,43.41,74.26
P024381,???,red,xs,summer,supplierc,34.47,117.68
P024382,accessories,red,xs,winter,supplierb,33.7,173.51
P024383,tops,white,m,winter,supplierd,52.14,96.36
P024384,bottoms,green,s,summer,suppliera,38.9,70.32
P024385,bottoms,red,l,summer,suppliera,49.04,39.72
P024386,shoes,green,l,winter,supplierd,72.23,36.01
P024387,accessories,red,s,fall,supplierc,46.96,57.29
P024388,tops,white,l,spring,supplierd,47.65,187.06
P024389,tops,red,xs,summer,supplierd,19.55,35.15
P024390,dresses,yellow,s,winter,supplierd,68.89,170.76
P024391,tops,green,xs,spring,suppliera,37.16,44.47
P024392,accessories,blue,xs,summer,supplierb,11.73,62.59
P024393,tops,yellow,xs,winter,supplierd,14.94,50.64
P024394,shoes,green,m,fall,supplierc,15.61,79.58
P024395,bottoms,blue,s,spring,supplierc,36.68,86.29
P024396,bottoms,yellow,xs,fall,suppliera,60.53,83.71
P024397,tops,green,s,fall,suppliera,18.27,81.56
P024398,tops,yellow,xl,spring,supplierc,19.12,21.36
P024399,tops,yellow,xs,summer,suppliera,33.17,20.01
P024400,tops,red,l,winter,supplierd,22.12,80.24
P024401,shoes,red,xl,summer,supplierc,23.54,66.33
P024402,accessories,green,l,summer,supplierb,66.43,117.83
P024403,shoes,red,xl,spring,supplierd,35.85,19.44
P024404,shoes,red,m,summer,supplierd,66.8,48.78
P024405,shoes,white,m,spring,supplierd,13.58,162.23
P024406,bottoms,black,xl,winter,supplierb,61.75,165.86
P024407,shoes,black,xl,fall,supplierd,68.13,114.08
P024408,tops,yellow,s,winter,supplierb,20.39,196.25
P024409,shoes,,m,summer,supplierc,17.07,80.48
P024410,tops,black,s,summer,supplierc,47.49,180.11
P024411,accessories,blue,l,spring,supplierd,41.29,135.14
P024412,bottoms,green,m,fall,supplierc,40.29,55.66
P024413,accessories,green,s,fall,suppliera,42.61,188.03
P024414,accessories,blue,xs,fall,supplierb,58.63,193.9
P024415,bottoms,black,l,summer,suppliera,27.8,71.24
P024416,tops,blue,m,fall,supplierd,53.63,88.86
P024417,tops,red,xs,fall,supplierc,45.91,124.49
P024418,tops,green,xl,spring,supplierc,49.06,29.54
P024419,bottoms,white,xs,fall,supplierd,30.52,96.79
P024420,shoes,blue,xl,winter,supplierc,41.02,159.6
P024421,dresses,green,xl,fall,supplierc,25.29,95.63
P024422,shoes,yellow,xl,summer,supplierd,35.95,176.24
P024423,shoes,yellow,xl,winter,suppliera,7.29,112.61
P024424,accessories,green,l,summer,supplierd,66.71,182.83
P024425,dresses,blue,xl,spring,supplierb,9.54,180.58
P024426,tops,white,xl,fall,supplierb,34.88,68.95
P024427,shoes,green,xl,spring,supplierc,35.01,178.29
P024428,bottoms,red,m,spring,supplierd,35.18,90.56
P024429,shoes,red,s,fall,supplierd,33.75,50.93
P024430,tops,red,xs,spring,supplierd,35.88,46.42
P024431,shoes,white,xs,summer,supplierb,54.78,34.68
P024432,accessories,black,s,summer,supplierb,64.07,17.79
P024433,accessories,red,l,winter,supplierb,12.44,78.34
P024434,shoes,blue,xl,winter,suppliera,50.86,37.24
P024435,accessories,black,m,summer,suppliera,64.59,146.22
P024436,bottoms,blue,xs,fall,supplierd,57.5,51.01
P024437,dresses,white,s,winter,supplierc,25.9,91.26
P024438,shoes,red,xl,winter,supplierc,14.83,11.45
P024439,bottoms,green,xs,fall,supplierc,6.19,193.23
P024440,bottoms,red,xs,fall,suppliera,67.68,143.48
P024441,bottoms,white,xs,fall,supplierb,34.26,58.15
P024442,tops,red,xl,fall,supplierd,47.05,65.9
P024443,shoes,red,l,fall,supplierb,66.28,70.91
P024444,shoes,red,s,fall,supplierb,28.93,163.93
P024445,shoes,white,s,fall,supplierd,63.9,67.41
P024446,dresses,red,xs,fall,supplierb,32.54,123.57
P024447,bottoms,yellow,l,summer,suppliera,60.38,77.88
P024448,shoes,green,l,summer,supplierb,37.64,66.48
P024449,accessories,green,xl,winter,supplierb,27.37,154.82
P024450,tops,black,s,spring,supplierc,26.73,65.84
P024451,dresses,black,xs,winter,supplierc,33.75,59.35
P024452,tops,black,xs,summer,supplierc,48.94,163.1
P024453,bottoms,black,l,winter,supplierd,71.68,71.98
P024454,accessories,green,m,winter,supplierc,77.26,23.6
P024455,bottoms,black,xl,winter,supplierb,38.49,117.49
P024456,shoes,blue,l,spring,suppliera,20.78,111.55
P024457,tops,yellow,xl,spring,supplierc,53.05,186.26
P024458,accessories,white,l,spring,supplierd,69.43,185.12
P024459,tops,yellow,l,summer,suppliera,10.42,191.35
P024460,dresses,white,l,winter,supplierc,33.09,145.4
P024461,accessories,green,m,spring,suppliera,72.25,32.36
P024462,dresses,white,s,spring,supplierd,50.23,156.35
P024463,accessories,white,xs,summer,supplierc,61.95,116.43
P024464,shoes,red,xl,spring,supplierc,70.68,113.2
P024465,tops,black,l,winter,supplierb,14.35,180.27
P024466,tops,black,xs,winter,supplierb,31.98,94.29
P024467,bottoms,red,l,spring,supplierc,67.91,153.79
P024468,accessories,green,s,fall,supplierd,61.75,186.41
P024469,accessories,blue,s,summer,supplierb,37.93,34.4
P024470,???,green,s,spring,suppliera,73.38,128.46
P024471,accessories,blue,l,spring,supplierb,7.89,166.79
P024472,tops,blue,xs,fall,supplierd,8.28,113.18
P024473,accessories,red,s,fall,supplierd,71.08,34.63
P024474,bottoms,green,xl,summer,supplierc,34.53,75.71
P024475,bottoms,black,m,summer,supplierc,15.09,172.6
P024476,tops,yellow,m,spring,supplierb,10.71,171.94
P024477,tops,green,m,spring,suppliera,65.84,49.58
P024478,tops,green,m,spring,supplierd,33.36,119.01
P024479,accessories,yellow,m,summer,suppliera,56.51,185.7
P024480,accessories,blue,m,summer,supplierb,72.89,152.22
P024481,shoes,blue,l,summer,supplierb,71.29,194.15
P024482,dresses,black,xs,spring,suppliera,31.7,147.13
P024483,accessories,yellow,xl,summer,supplierd,39.32,120.53
P024484,shoes,yellow,xs,spring,supplierb,50.98,24.28
P024485,shoes,black,xl,spring,supplierd,71.84,83.76
P024486,bottoms,yellow,s,winter,suppliera,19.23,177.19
P024487,accessories,blue,xl,fall,supplierd,45.23,83.28
P024488,shoes,green,l,fall,suppliera,7.7,57.98
P024489,bottoms,blue,s,winter,suppliera,51.75,10.15
P024490,dresses,white,m,summer,supplierc,54.15,70.52
P024491,bottoms,,l,fall,supplierd,14.94,164.1
P024492,dresses,blue,l,spring,supplierd,40.42,81.38
P024493,???,black,xs,winter,supplierb,50.91,70.93
P024494,tops,blue,xs,fall,supplierc,5.33,41.54
P024495,bottoms,green,s,winter,supplierc,47.69,37.58
P024496,tops,white,l,winter,supplierc,59.42,95.19
P024497,accessories,red,s,fall,supplierd,46.34,97.66
P024498,bottoms,black,m,winter,supplierb,78.99,97.51
P024499,shoes,red,xs,spring,suppliera,74.72,119.5
P024500,accessories,black,l,winter,supplierd,39.11,45.09
P024501,bottoms,red,m,spring,supplierc,76.86,196.01
P024502,dresses,red,l,spring,supplierd,50.68,149.95
P024503,tops,yellow,m,summer,supplierd,42.99,57.66
P024504,tops,blue,xl,spring,supplierb,36.34,24.92
P024505,tops,black,m,spring,suppliera,66.86,85.51
P024506,bottoms,yellow,xl,spring,supplierd,29.79,41.95
P024507,accessories,white,xs,spring,supplierb,59.03,56.45
P024508,dresses,red,xl,winter,supplierc,47.43,60.41
P024509,tops,blue,s,winter,supplierd,41.27,189.15
P024510,accessories,green,m,spring,supplierb,37.5,165.39
P024511,shoes,black,xs,winter,supplierb,29.51,144.66
P024512,shoes,black,l,spring,suppliera,17.6,148.34
P024513,dresses,white,m,spring,supplierb,75.18,143.93
P024514,tops,red,m,winter,supplierd,24.72,175.33
P024515,shoes,blue,xl,fall,supplierb,46.55,14.5
P024516,accessories,red,xl,winter,supplierd,38.95,54.86
P024517,accessories,blue,m,spring,supplierc,63.2,131.53
P024518,shoes,white,m,summer,supplierc,72.58,112.14
P024519,tops,red,s,spring,supplierd,35.47,197.79
P024520,dresses,green,l,winter,suppliera,67.92,99.14
P024521,tops,white,s,winter,supplierd,64.66,12.93
P024522,bottoms,white,s,winter,supplierb,51.82,168.39
P024523,shoes,black,l,winter,supplierd,71.32,114.86
P024524,bottoms,blue,xs,fall,supplierc,54.13,112.85
P024525,shoes,yellow,l,spring,suppliera,78.04,130.33
P024526,dresses,red,xs,winter,supplierb,34.02,100.57
P024527,tops,blue,m,spring,supplierc,32.75,81.81
P024528,tops,white,s,spring,supplierd,24.7,88.24
P024529,shoes,red,m,spring,supplierc,77.79,63.67
P024530,accessories,green,s,spring,supplierc,78.28,61.25
P024531,bottoms,blue,xl,fall,suppliera,62.24,144.44
P024532,tops,blue,s,spring,supplierd,41.1,129.76
P024533,tops,green,s,summer,supplierd,49.29,168.95
P024534,shoes,yellow,s,summer,supplierc,50.66,70.68
P024535,accessories,yellow,xs,fall,supplierd,29.65,58.48
P024536,bottoms,white,xl,winter,supplierc,26.27,46.22
P024537,accessories,yellow,xs,spring,suppliera,40.32,172.26
P024538,accessories,blue,l,winter,suppliera,37.68,34.94
P024539,shoes,black,l,summer,supplierc,78.14,114.63
P024540,accessories,black,xl,fall,supplierb,7.62,116.63
P024541,bottoms,red,l,winter,supplierc,27.06,50.74
P024542,dresses,green,m,summer,supplierb,15.07,81.52
P024543,dresses,white,xs,fall,supplierb,10.24,96.17
P024544,???,black,s,summer,supplierb,23.21,165.31
P024545,shoes,red,m,spring,supplierc,38.97,98.65
P024546,tops,red,s,winter,supplierc,63.77,142.78
P024547,shoes,,l,summer,supplierc,38.83,92.72
P024548,bottoms,blue,xs,fall,supplierc,48.71,73.5
P024549,accessories,white,l,winter,supplierd,74.22,146.8
P024550,dresses,yellow,xs,winter,supplierb,34.51,149.91
P024551,accessories,yellow,s,spring,supplierd,30.04,171.81
P024552,shoes,black,s,winter,supplierb,9.28,145.82
P024553,bottoms,green,s,spring,supplierd,57.39,156.0
P024554,dresses,yellow,xl,winter,supplierb,16.39,83.57
P024555,bottoms,blue,l,fall,supplierb,14.55,27.51
P024556,dresses,black,xl,fall,supplierb,13.52,44.04
P024557,dresses,red,m,fall,supplierc,76.25,98.47
P024558,dresses,yellow,xl,winter,supplierd,34.11,195.8
P024559,shoes,green,s,spring,supplierb,6.57,52.52
P024560,bottoms,red,xs,winter,supplierd,11.61,72.03
P024561,tops,yellow,l,fall,suppliera,41.19,171.89
P024562,tops,blue,l,summer,supplierc,27.13,144.91
P024563,tops,green,l,winter,suppliera,7.98,95.17
P024564,bottoms,green,m,fall,supplierd,17.82,41.51
P024565,accessories,blue,l,fall,suppliera,48.03,194.73
P024566,bottoms,red,m,winter,supplierd,74.86,159.65
P024567,dresses,yellow,s,winter,suppliera,44.13,52.52
P024568,accessories,green,xs,winter,supplierd,11.29,147.81
P024569,dresses,white,s,summer,supplierc,28.4,190.03
P024570,dresses,white,xl,fall,supplierb,6.99,72.28
P024571,bottoms,yellow,l,fall,supplierb,21.18,124.06
P024572,tops,red,xl,fall,supplierd,53.37,177.63
P024573,accessories,green,m,winter,supplierb,32.08,162.1
P024574,shoes,red,s,fall,supplierb,62.31,133.8
P024575,tops,white,l,summer,supplierd,57.95,110.95
P024576,shoes,,m,spring,suppliera,55.08,183.35
P024577,bottoms,green,s,winter,supplierb,67.65,189.91
P024578,accessories,yellow,s,spring,suppliera,70.92,58.27
P024579,bottoms,yellow,m,fall,supplierb,48.89,177.39
P024580,shoes,yellow,xs,fall,suppliera,70.31,66.12
P024581,dresses,yellow,s,spring,supplierc,17.83,196.05
P024582,bottoms,red,l,fall,supplierc,14.85,184.04
P024583,accessories,green,xl,summer,supplierb,45.65,62.52
P024584,bottoms,red,m,winter,supplierd,79.2,48.38
P024585,tops,black,xs,spring,supplierd,69.43,118.18
P024586,bottoms,black,s,spring,supplierc,5.65,144.51
P024587,shoes,white,xl,spring,supplierd,9.04,115.79
P024588,bottoms,white,xs,fall,supplierd,27.15,119.61
P024589,accessories,blue,m,fall,supplierd,67.62,161.44
P024590,bottoms,black,s,summer,suppliera,76.19,95.48
P024591,bottoms,black,s,spring,supplierc,76.29,180.98
P024592,accessories,yellow,m,spring,supplierb,64.33,108.16
P024593,bottoms,yellow,xl,winter,supplierd,30.59,149.67
P024594,accessories,blue,xl,fall,supplierb,26.36,10.88
P024595,shoes,red,l,winter,suppliera,30.12,52.63
P024596,accessories,black,s,spring,supplierd,28.26,192.64
P024597,shoes,yellow,m,winter,supplierd,55.94,47.78
P024598,shoes,black,s,fall,supplierb,19.8,22.42
P024599,accessories,white,l,spring,supplierb,34.76,47.8
P024600,bottoms,blue,l,fall,supplierd,74.94,12.02
P024601,tops,blue,xs,fall,supplierc,66.24,26.72
P024602,accessories,white,s,fall,supplierb,37.62,36.3
P024603,bottoms,black,m,summer,supplierc,20.11,134.15
P024604,shoes,green,xs,summer,suppliera,64.71,183.96
P024605,dresses,blue,m,summer,suppliera,31.87,144.14
P024606,tops,black,l,winter,supplierc,5.69,10.72
P024607,bottoms,red,xl,winter,supplierc,64.23,53.91
P024608,tops,blue,xl,spring,supplierd,68.96,146.24
P024609,dresses,white,m,winter,supplierb,35.23,81.64
P024610,dresses,blue,m,winter,supplierd,77.98,110.89
P024611,dresses,white,xl,summer,suppliera,76.31,148.02
P024612,accessories,red,xs,spring,supplierb,29.46,124.14
P024613,tops,,xl,summer,suppliera,61.84,62.28
P024614,accessories,white,l,summer,supplierb,53.28,10.4
P024615,dresses,white,s,fall,supplierc,49.82,190.04
P024616,bottoms,yellow,m,spring,supplierd,76.7,159.18
P024617,dresses,red,xs,summer,suppliera,64.49,97.7
P024618,accessories,green,l,summer,suppliera,56.48,98.69
P024619,dresses,blue,s,spring,supplierb,23.14,188.64
P024620,dresses,yellow,xs,summer,supplierd,28.09,42.38
P024621,accessories,green,m,summer,suppliera,30.63,171.78
P024622,accessories,,xs,fall,supplierc,56.22,23.29
P024623,bottoms,red,l,summer,supplierd,46.86,178.92
P024624,accessories,red,xl,winter,supplierb,63.03,114.93
P024625,bottoms,green,m,winter,supplierd,71.96,54.4
P024626,shoes,red,s,winter,supplierb,12.51,150.37
P024627,shoes,black,m,spring,suppliera,79.98,46.2
P024628,accessories,green,l,spring,supplierc,25.05,132.28
P024629,dresses,white,s,fall,supplierb,74.71,153.47
P024630,tops,white,l,summer,suppliera,35.64,81.41
P024631,dresses,red,m,spring,supplierb,20.33,160.31
P024632,accessories,red,xs,winter,supplierd,27.36,150.34
P024633,bottoms,blue,l,winter,supplierd,45.14,154.88
P024634,dresses,green,xl,fall,supplierd,57.09,96.58
P024635,shoes,yellow,xl,fall,supplierc,33.94,169.88
P024636,accessories,green,m,spring,suppliera,49.94,157.75
P024637,dresses,black,s,fall,supplierc,71.21,116.72
P024638,dresses,white,xs,winter,suppliera,12.97,131.43
P024639,bottoms,white,s,winter,suppliera,39.95,73.48
P024640,bottoms,black,l,spring,suppliera,38.75,174.55
P024641,bottoms,blue,m,winter,supplierc,45.47,162.51
P024642,tops,black,xs,summer,suppliera,31.57,68.08
P024643,accessories,blue,m,spring,supplierc,69.05,181.94
P024644,accessories,blue,m,fall,supplierb,20.53,179.23
P024645,shoes,yellow,m,fall,supplierc,34.17,20.32
P024646,shoes,blue,s,spring,supplierc,78.05,55.62
P024647,???,red,l,spring,supplierd,51.0,38.72
P024648,dresses,red,l,summer,suppliera,25.87,45.66
P024649,accessories,blue,s,summer,supplierb,22.64,120.55
P024650,tops,black,xl,winter,supplierd,55.79,173.25
P024651,shoes,black,xs,summer,supplierb,59.24,68.86
P024652,shoes,black,xs,fall,suppliera,17.89,192.7
P024653,shoes,red,s,summer,supplierb,73.21,190.91
P024654,accessories,yellow,m,spring,suppliera,26.02,164.68
P024655,shoes,blue,m,summer,supplierb,65.8,167.33
P024656,shoes,white,l,winter,supplierc,29.08,179.57
P024657,accessories,black,s,fall,supplierb,30.24,197.15
P024658,dresses,yellow,xl,fall,supplierb,19.53,96.32
P024659,shoes,red,xl,fall,supplierb,9.58,69.44
P024660,shoes,green,xs,spring,suppliera,12.48,115.11
P024661,shoes,blue,xs,summer,suppliera,77.51,33.37
P024662,tops,black,m,summer,supplierd,6.29,104.52
P024663,accessories,red,m,spring,supplierb,77.32,78.41
P024664,shoes,green,s,summer,supplierc,68.9,197.13
